workclass,education,marital-status,occupation,relationship,race
 Private, 10th, Never-married, Craft-repair, Unmarried, White
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White
 Federal-gov, Masters, Never-married, Prof-specialty, Not-in-family, White
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White
 Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White
 ?, HS-grad, Widowed, ?, Not-in-family, White
 ?, 11th, Never-married, ?, Own-child, White
 Self-emp-not-inc, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White
 Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White
 Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White
 Local-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, Black
 Local-gov, Some-college, Never-married, Protective-serv, Not-in-family, White
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White
 Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White
 Federal-gov, HS-grad, Never-married, Armed-Forces, Own-child, White
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White
 Private, 9th, Never-married, Craft-repair, Other-relative, White
 Private, Some-college, Never-married, Sales, Not-in-family, White
 Private, HS-grad, Widowed, Exec-managerial, Unmarried, Black
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White
 ?, 11th, Never-married, ?, Own-child, White
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black
 Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Wife, White
 Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White
 ?, Some-college, Married-civ-spouse, ?, Husband, White
 Private, Assoc-acdm, Never-married, Farming-fishing, Own-child, White
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, 1st-4th, Married-spouse-absent, Craft-repair, Unmarried, White
 Private, Bachelors, Never-married, Tech-support, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White
 Private, HS-grad, Divorced, Transport-moving, Unmarried, White
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White
 Private, Some-college, Never-married, Prof-specialty, Unmarried, White
 ?, Some-college, Never-married, ?, Own-child, White
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White
 Private, HS-grad, Never-married, Transport-moving, Not-in-family, White
 Private, Assoc-voc, Divorced, Other-service, Not-in-family, White
 Private, Bachelors, Never-married, Craft-repair, Not-in-family, White
 Private, 9th, Never-married, Other-service, Not-in-family, White
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White
 Private, 10th, Never-married, Other-service, Not-in-family, White
 Private, HS-grad, Never-married, Other-service, Unmarried, White
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White
 Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White
 State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White
 Private, HS-grad, Married-spouse-absent, Craft-repair, Unmarried, White
 ?, 12th, Never-married, ?, Other-relative, Black
 Private, Some-college, Married-spouse-absent, Adm-clerical, Own-child, Black
 ?, 1st-4th, Married-civ-spouse, ?, Husband, White
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White
 Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White
 Private, HS-grad, Never-married, Other-service, Not-in-family, White
 Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White
 Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White
 Private, HS-grad, Divorced, Prof-specialty, Unmarried, White
 Private, Bachelors, Never-married, Craft-repair, Own-child, White
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, White
 Private, Some-college, Never-married, Machine-op-inspct, Own-child, White
 Private, 5th-6th, Never-married, Other-service, Own-child, White
 Private, Some-college, Never-married, Prof-specialty, Not-in-family, White
 ?, HS-grad, Married-civ-spouse, ?, Husband, White
 Local-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, White
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White
 Private, Some-college, Divorced, Other-service, Unmarried, White
 Private, Bachelors, Never-married, Sales, Not-in-family, White
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black
 Private, Some-college, Never-married, Protective-serv, Own-child, White
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White
 Local-gov, HS-grad, Separated, Adm-clerical, Unmarried, Black
 Private, HS-grad, Divorced, Other-service, Unmarried, White
 Private, Assoc-voc, Married-spouse-absent, Handlers-cleaners, Unmarried, White
 ?, 5th-6th, Widowed, ?, Unmarried, Black
 Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Divorced, Craft-repair, Not-in-family, White
 ?, Assoc-voc, Widowed, ?, Unmarried, White
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo
 ?, Some-college, Never-married, ?, Own-child, White
 ?, Some-college, Never-married, ?, Unmarried, White
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White
 Local-gov, Some-college, Divorced, Handlers-cleaners, Not-in-family, Black
 Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White
 Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White
 Private, Some-college, Married-civ-spouse, Sales, Wife, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Some-college, Divorced, Adm-clerical, Not-in-family, White
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White
 Private, 11th, Divorced, Machine-op-inspct, Unmarried, Other
 Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White
 Local-gov, 12th, Married-civ-spouse, Tech-support, Husband, White
 Private, 1st-4th, Widowed, Priv-house-serv, Not-in-family, Black
 Private, Assoc-voc, Separated, Craft-repair, Not-in-family, White
 Self-emp-inc, Bachelors, Never-married, Farming-fishing, Not-in-family, White
 ?, HS-grad, Never-married, ?, Unmarried, Black
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White
 Private, Doctorate, Never-married, Prof-specialty, Own-child, White
 Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White
 Private, HS-grad, Never-married, Transport-moving, Not-in-family, White
 Private, Some-college, Married-civ-spouse, Sales, Husband, White
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White
 Private, 10th, Married-civ-spouse, Other-service, Wife, White
 Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White
 Private, Some-college, Never-married, Craft-repair, Unmarried, White
 Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White
 Self-emp-not-inc, HS-grad, Separated, Other-service, Unmarried, White
 Private, 11th, Widowed, Adm-clerical, Unmarried, White
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black
 Federal-gov, Assoc-voc, Divorced, Craft-repair, Unmarried, Black
 Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White
 Private, HS-grad, Separated, Adm-clerical, Unmarried, White
 Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White
 Private, 11th, Married-civ-spouse, Other-service, Husband, White
 Private, Bachelors, Never-married, Transport-moving, Not-in-family, White
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo
 Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White
 Private, 7th-8th, Separated, Other-service, Unmarried, White
 Self-emp-not-inc, HS-grad, Separated, Craft-repair, Not-in-family, White
 Private, Masters, Divorced, Exec-managerial, Unmarried, White
 Private, HS-grad, Never-married, Craft-repair, Own-child, White
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White
 Private, 11th, Never-married, Sales, Own-child, White
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White
 Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White
 ?, 12th, Never-married, ?, Own-child, White
 Self-emp-not-inc, Assoc-acdm, Divorced, Sales, Unmarried, White
 Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White
 Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White
 ?, Some-college, Married-civ-spouse, ?, Husband, White
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White
 Self-emp-not-inc, Bachelors, Never-married, Tech-support, Not-in-family, White
 Private, Some-college, Never-married, Sales, Own-child, White
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White
 Private, 11th, Never-married, Other-service, Own-child, White
 Private, 10th, Married-civ-spouse, Craft-repair, Husband, White
 Self-emp-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White
 ?, HS-grad, Married-civ-spouse, ?, Husband, White
 ?, HS-grad, Married-civ-spouse, ?, Wife, Asian-Pac-Islander
 Private, 7th-8th, Never-married, Transport-moving, Not-in-family, White
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Bachelors, Never-married, Adm-clerical, Own-child, White
 Private, HS-grad, Never-married, Sales, Own-child, White
 ?, Some-college, Never-married, ?, Unmarried, Amer-Indian-Eskimo
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Some-college, Never-married, Tech-support, Not-in-family, White
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White
 Private, Bachelors, Never-married, Tech-support, Not-in-family, White
 Private, Some-college, Never-married, Adm-clerical, Own-child, White
 Private, 7th-8th, Divorced, Other-service, Not-in-family, White
 Local-gov, 9th, Married-civ-spouse, Other-service, Husband, White
 Self-emp-not-inc, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, White
 Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black
 Private, Masters, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo
 Local-gov, HS-grad, Separated, Exec-managerial, Not-in-family, Black
 Private, 10th, Never-married, Other-service, Own-child, White
 Private, Masters, Divorced, Prof-specialty, Not-in-family, White
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White
 Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White
 Private, Bachelors, Never-married, Other-service, Own-child, White
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Bachelors, Never-married, Sales, Own-child, White
 Private, 11th, Widowed, Other-service, Not-in-family, Black
 Private, 9th, Widowed, Priv-house-serv, Unmarried, Black
 Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White
 Private, 9th, Married-spouse-absent, Handlers-cleaners, Unmarried, White
 Private, HS-grad, Never-married, Farming-fishing, Own-child, Black
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White
 Self-emp-not-inc, Some-college, Never-married, Other-service, Unmarried, Black
 Local-gov, 10th, Separated, Other-service, Unmarried, Black
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Black
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Never-married, Other-service, Own-child, White
 Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Self-emp-inc, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White
 Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Divorced, Craft-repair, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White
 Private, Some-college, Married-civ-spouse, Sales, Husband, White
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White
 Self-emp-inc, Doctorate, Separated, Prof-specialty, Not-in-family, White
 Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White
